"threshold","tpr","fpr","model"
0.999996243014731,0.48471615720524,0,"Model 1: Full main-effects"
0.999996478979787,0.480349344978166,0,"Model 1: Full main-effects"
0.999997014312328,0.475982532751092,0,"Model 1: Full main-effects"
0.999997074299629,0.471615720524017,0,"Model 1: Full main-effects"
0.999997186055758,0.467248908296943,0,"Model 1: Full main-effects"
0.999997213822897,0.462882096069869,0,"Model 1: Full main-effects"
0.999997513935028,0.458515283842795,0,"Model 1: Full main-effects"
0.999997528880587,0.454148471615721,0,"Model 1: Full main-effects"
0.999997530275297,0.449781659388646,0,"Model 1: Full main-effects"
0.999997550242266,0.445414847161572,0,"Model 1: Full main-effects"
0.999997565744359,0.441048034934498,0,"Model 1: Full main-effects"
0.999997616049182,0.436681222707424,0,"Model 1: Full main-effects"
0.999997812977805,0.432314410480349,0,"Model 1: Full main-effects"
0.999997978895167,0.427947598253275,0,"Model 1: Full main-effects"
0.999998061004571,0.423580786026201,0,"Model 1: Full main-effects"
0.999998230538302,0.419213973799127,0,"Model 1: Full main-effects"
0.9999982533908,0.414847161572052,0,"Model 1: Full main-effects"
0.999998270456018,0.410480349344978,0,"Model 1: Full main-effects"
0.999998550825876,0.406113537117904,0,"Model 1: Full main-effects"
0.999998881924964,0.40174672489083,0,"Model 1: Full main-effects"
0.999998887707165,0.397379912663755,0,"Model 1: Full main-effects"
0.999998929843442,0.393013100436681,0,"Model 1: Full main-effects"
0.999999175991751,0.388646288209607,0,"Model 1: Full main-effects"
0.999999310947213,0.384279475982533,0,"Model 1: Full main-effects"
0.999999405180431,0.379912663755459,0,"Model 1: Full main-effects"
0.999999430889411,0.375545851528384,0,"Model 1: Full main-effects"
0.999999462409485,0.37117903930131,0,"Model 1: Full main-effects"
0.999999537286119,0.366812227074236,0,"Model 1: Full main-effects"
0.999999549682874,0.362445414847162,0,"Model 1: Full main-effects"
0.99999960794358,0.358078602620087,0,"Model 1: Full main-effects"
0.999999631492711,0.353711790393013,0,"Model 1: Full main-effects"
